t,s,i,r
133.86934673366800,0.1218876334237500,0.001193270433741780,0.8769190961425090
134.77386934673400,0.12185144672730200,0.0011057366010980900,0.8770428166716000
135.678391959799,0.12181792422720200,0.0010246146095967000,0.877157461163202
136.58291457286400,0.1217868696345190,0.0009494364239913800,0.8772636939414900
137.48743718593000,0.12175810067893800,0.000879767295209001,0.8773621320258540
138.39195979899500,0.1217314488623900,0.0008152044996055680,0.8774533466380050
139.2964824120600,0.12170675834133200,0.000755374914516739,0.8775378667441520
140.20100502512600,0.12168388441070900,0.0006999319773823170,0.8776161836119090
141.10552763819100,0.12166269320849200,0.0006485546281964740,0.8776887521633120
142.01005025125600,0.12164306094413700,0.0006009455291177120,0.877755993526746
142.9145728643220,0.1216248726896190,0.0005568285465920870,0.8778182987637900
143.81909547738700,0.12160802206489500,0.0005159478215924570,0.8778760301135130
144.72361809045200,0.12159241073900500,0.0004780665434248420,0.8779295227175710
145.6281407035180,0.12157794748219100,0.0004429649187413820,0.877979087599068
146.53266331658300,0.12156454767977200,0.00041043901233326100,0.8780250133078950
147.43718592964800,0.12155213313493400,0.00038030014495283100,0.8780675667201140
148.34170854271400,0.12154063141218800,0.0003523734335231050,0.8781069951542890
149.2462311557790,0.12152997523578000,0.0003264964368431320,0.8781435283273770
150.15075376884400,0.12152010243243500,0.00030251889846906500,0.8781773786690960
151.05527638191000,0.12151095546315900,0.00028030167576997700,0.8782087428610710
151.95979899497500,0.12150248085385300,0.00025971545828068300,0.8782378036878660
152.8643216080400,0.1214946291530740,0.00024064058702368700,0.8782647302599020
153.76884422110600,0.12148735462201100,0.000222966324077786,0.878289679053912
154.67336683417100,0.12148061477849700,0.00020658980840517200,0.8783127954130980
155.57788944723600,0.12147437027880900,0.0001914157441101740,0.8783342139770810
156.4824120603020,0.1214685847433340,0.00017735597147342100,0.8783540592851930
157.38693467336700,0.12146322442804600,0.00016432870367846800,0.8783724468682760
158.29145728643200,0.12145825803224600,0.00015225806536713800,0.8783894839023870
159.1959798994980,0.12145365662138400,0.00014107388765123800,0.8784052694909650
160.10050251256300,0.12144939338817500,0.0001307111455974100,0.8784198954662280
161.00502512562800,0.12144544344366000,0.00012110946534724600,0.8784334470909930
161.90954773869300,0.12144178375555200,0.00011221295988510300,0.8784460032845640
162.8140703517590,0.12143839301462500,0.00010396991112491500,0.8784576370742500
163.71859296482400,0.12143525138510300,9.63321820779886E-05,0.878468416432819
164.62311557788900,0.12143234056146400,8.92553331784974E-05,0.8784784041053580
165.52763819095500,0.12142964364528200,8.26983264577703E-05,0.8784876580282610
166.4321608040200,0.12142714501001100,7.66232035154706E-05,0.8784962317864740
167.33668341708500,0.12142483003947600,7.09944801142567E-05,0.8785041754804100
168.24120603015100,0.12142268522149000,6.57793388765391E-05,0.8785115354396340
169.14572864321600,0.12142069800536500,6.09472913840077E-05,0.8785183547032510
170.0502512562810,0.12141885673323000,5.64700151229083E-05,0.8785246732516470
170.95477386934700,0.12141715080033000,5.23217447822067E-05,0.8785305274548880
171.85929648241200,0.12141557026925500,4.84783351293002E-05,0.8785359513956160
172.7638190954770,0.12141410584224200,4.4917194949796E-05,0.8785409769628090
173.66834170854300,0.12141274886289600,4.16172909736009E-05,0.8785456338461310
174.57286432160800,0.12141149159263500,3.85598125973904E-05,0.8785499485947680
175.47738693467300,0.12141032674029000,3.57270385497828E-05,0.8785539462211600
176.3819095477390,0.12140924747453600,3.31023659788911E-05,0.8785576501594860
177.28643216080400,0.12140824743460600,3.0670335535197E-05,0.8785610822298590
178.19095477386900,0.12140732090412200,2.84170496361095E-05,0.8785642620462420
179.09547738693500,0.12140646250058600,2.63294234561324E-05,0.8785672080759580
180.0,0.12140566717345900,2.43951796271236E-05,0.8785699376469140
